,Product Name,Original Price,Clearance Price,Rating,Product Code,Percentage Off
460,"Minwax® Pre-Tinted Water-Based Interior Wood Stain, Vermont Maple, 946-mL/1-qt",21.99,7.93,4.2,048-0824-8,36.0
461,"ClosetMaid Suite Symphony Laminate Wood Top Shelf, White, 48-in",29.99,14.93,3.0,068-7358-8,50.0
462,"Hillman Mirror Clips, Decorative, 20-lb Capacity, 1/4-in, 4-pk",2.99,0.93,4.0,161-0729-4,31.0
463,Cuisinart Gourmet 600B Natural Gas BBQ,519.99,379.93,3.9,085-3095-4,73.0
464,"SIMONIZ Waterless Car Wash & Wax Spray, 454-g",13.99,6.93,4.5,039-2520-0,50.0
465,Berkley Fusion 19 Octopus Hooks,5.29,2.43,4.8,077-7717X,46.0
466,For Living Stainless Steel Soap Dispenser,12.99,7.73,3.3,063-2295-6,60.0
467,Gila® HEAT SHIELD™ Automotive Window Tint,28.99,2.93,2.8,041-1940X,10.0
468,"CANVAS Cloud Print Light Filtering Curtain, 2-pk, 40-in 63-in",44.99,22.93,4.5,046-6857-8,51.0
469,SIMONIZ Platinum Long Handle Wool Brush,9.99,1.93,2.8,039-9088-8,19.0
470,"For Living Acrylic Toothbrush Holder, Clear",8.99,4.93,4.7,063-2245-6,55.0
471,Browning Windshield Protector,22.99,7.93,3.0,037-0089-4,34.0
472,"Feit Electric GY6.35 Base Dimmable LED Light Bulb, 3000K, 350 Lumens, Warm White, 35W",13.49,6.93,3.0,052-8070-0,51.0
473,Outbound Youth Marock Insulated PU Leather/Rubber Kids' Winter Snow Boots Water-Resistant,76.99,14.93,4.1,187-2428X,19.0
474,"Snaplock Square Plastic Food Storage Container with Airtight Seal, Assorted Sizes",11.99,7.93,4.8,142-1606X,66.0
475,"Philips Super Lift & Cut HQ56/53 Blade Replacement Head For Electric Razor/Rotary Shaver, 1-pk",44.99,29.93,4.2,043-8918-8,67.0
476,"Brother TZE335 White on Black Laminated Label Tape, 12-mm x 8-m",29.99,17.93,0.0,069-4789-8,60.0
477,"Rust Oleum Wipe New Synthetic Car Wax System Kit, 4-pc, 118-mL",41.99,4.93,1.0,039-0563-0,12.0
478,"Outdoor Durable Waterproof Round Trampoline Weather Cover, 15-ft, with Strong Straps",49.99,19.93,1.3,184-0780-4,40.0
479,Plano 3700 Guide Series Stowaway,19.99,13.93,4.5,078-5922-2,70.0
480,"Bulbs Are Easy TASC, Watermelon Seed Plug Kit, Beginner Gardeners, 6 Bulbs",9.99,1.93,3.8,159-1624-4,19.0
481,"Tasco SPortsman Series Rifle ScoPe, 4-12x40mm",169.99,114.93,4.8,175-9411-2,68.0
482,"PrideSports Canadian Flag Metal Golf Ball Markers, 4-pk",12.49,5.93,3.0,086-0389-2,47.0
483,"Toronto Blue Jays Plastic Travel Water Bottle For MLB Baseball Fans/Collectors, Blue, 28-oz",19.99,9.93,3.3,084-5615-8,50.0
484,"High & Mighty Large Oval Metal Hook, 25-lb Capacity, Assorted Colours",19.99,9.93,4.8,061-1851X,50.0
485,General Altimax Arctic Studdable Winter Tire For Passenger & CUV,,114.99,4.6,004-1712X,
486,"PAWS UP! Beef Steer Sticks Dog Treats, 6-in, 119-g",19.99,10.93,4.3,142-2567-2,55.0
487,"For Living Loft Steel Curtain Rod Bracket, 2-pc, Nickel, 5 D x 3 W x 0.25-in H",1.99,0.43,0.0,046-7364-4,22.0
488,"Arlo Adjustable Indoor and Outdoor Mount, White",24.99,7.93,0.0,046-3281-4,32.0
489,CANVAS Designer Series Canadiana Serving Tray,19.99,9.93,5.0,059-7347-6,50.0
490,"Feit Electric MR11 GU10 Base Dimmable LED Flood Light Bulb, 3000K, 240 Lumens, Warm White, 25W",15.49,7.93,0.0,052-8576-8,51.0
491,"Dupli-Color Perfect Match Premium Acrylic Lacquer Automotive Aerosol Spray Paint, Dark Canyon Red (2H,EH), 227-g",21.99,3.93,2.5,047-2676-0,18.0
492,"Pioneer TS-G1320S 2-Way Coaxial 250W Car Speaker, 5-1/4-in",59.99,24.93,4.7,035-0395-8,42.0
493,Arm & Hammer Under The Seat Gel Air Freshener,4.99,1.43,3.1,037-2050X,29.0
494,Accel Performance Ignition Components,,19.98,0.0,034-5303X,
495,"Matrix Power Elite EXP Aluminum & Steel Badminton Racquet/Racket, Yellow/Black, 26-in",24.99,14.93,4.0,084-7995-0,60.0
496,Coleman Universal Stainless Steel BBQ Grid Lifter,7.49,3.43,4.5,085-2342-2,46.0
497,"NOMA Low Voltage Outdoor Splitter, Y-Adapter For Lighting",5.99,0.43,2.3,052-8543-6,7.0
498,Petco Plush Giant Rat Cat Toy with Catnip,5.99,3.93,4.3,142-3855-0,66.0
499,"Hangman Security Wire Hanger, Security Lips, 40-lb Capacity",5.49,1.43,0.0,161-1041-2,26.0
500,"Abu Garcia Max Spincast Fishing Rod and Reel Combo, Pre-Spooled, Anti-Reverse, Medium, 6-ft, 2-pc",54.99,29.93,1.6,077-2688-0,54.0
501,"Petco Cozy Reversible Plaid Dog Coat Jacket, Large/X-Large, Red",19.99,9.93,4.2,142-3973-8,50.0
502,Alpena 4 Pocket RV Bedside Shoe Organizer,17.99,7.93,4.0,040-9741-6,44.0
503,Honeywell Home Humidifier 480,319.99,219.93,5.0,043-0182-4,69.0
504,"Mastercraft 1/8-in Pin Punch, Steel",10.99,6.43,3.3,058-1628-6,59.0
505,"Febreze Light Car Vent Clip Air Freshener, Bamboo, 2-pk",6.79,3.43,4.3,037-6668-0,51.0
506,"CANVAS Palm Breeze Outdoor Side Plates, 1-pc",4.99,2.43,5.0,059-7344-2,49.0
507,Burcam 750738 1-1/2-in Spring Check Valve,27.99,17.93,0.0,062-4002-4,64.0
508,"Globe Wired Lighted Push Doorbell Chime Button, Oil Rubbed Bronze",19.99,9.93,3.5,052-2018-4,50.0
509,Hillman Pro Picture Hangers- 10lb-FD,4.79,1.43,4.9,161-9060-8,30.0
510,"Schlage BR400 Sense 40-ft Bluetooth Range Wi-Fi Adapter, White",99.99,49.93,4.5,046-3238-0,50.0
511,"Perky Pet Fruit Trio Oriole Nectar Bird Feeder, 30-oz",29.99,17.93,3.8,142-9165-6,60.0
512,"Waterproof Round Trampoline Weather Cover, 14-ft, with Strong Straps, Blue",39.99,14.93,1.0,084-6891-2,37.0
513,"Air Wick Essential Oils Warmer Refill, Summer Delights, 2-pk",18.49,9.93,5.0,153-1665-8,54.0
514,"Febreze Evening Woods Vent Clip, 2-pk",6.79,3.43,4.7,037-4878-2,51.0
515,Reese Brake Control Converter and 7-Way Adapter Kit,109.99,19.93,0.0,040-9854-8,18.0
516,"PAWS UP! 1-in Sliced Beef Femur Marrow Bones Dog Treats, 6-Pk, 396-g",12.99,6.93,3.9,142-2091-2,53.0
517,"STP Ultra 5-in-1 Diesel All Season Fuel System Cleaner, 354mL",19.99,17.99,4.7,038-0886X,90.0
518,"Refresh Your Car! Hanging Car Air Freshener, 3-pk",3.79,2.43,4.4,037-0725X,64.0
519,Burcam 150152 Submersibles Splice Kit,13.99,8.93,5.0,062-4115-6,64.0
520,"Rawlings Helmet Extender, Left",24.99,11.93,4.3,080-1027-0,48.0
521,"Graco TrueCoat 360 Spray Tips, 2-pk",35.99,17.93,2.7,049-2554-6,50.0
522,Certified Male 5/8-in Quick Connect Hose Coupling,4.99,1.43,2.0,059-3151-4,29.0
523,"HeathZenith Wireless Battery 100-ft Push Doorbell Chime Button, White",19.99,9.93,1.0,052-2022-2,50.0
524,"Berkley® Cutter 90 Plus Suspended Jerk Bait Fishing Lure, 3.5-in",13.49,6.43,4.6,077-7307X,48.0
525,"WD-40 RVcare 3-in-1 RV Bug and Tar Remover, 425-g",16.99,7.93,4.0,040-9707-0,47.0
526,PrideSports Collapsible Golf Multi-Tool,10.49,4.93,3.0,086-1005-0,47.0
527,"Nu Finish Trim Doctor Car Trim Protectant & Restorer, 355-mL",14.99,6.93,4.1,039-1228-4,46.0
528,Nature's Way Cedar Triple Chamber Bird Feeder,59.99,35.93,4.6,142-0388-0,60.0
529,Leviton Renu Colour Change GFCI,2.39,0.73,0.0,052-6980X,31.0
530,"Umbra Loft Suds Melamine Soap Dispenser, Charcoal",17.99,9.93,4.0,063-2461-0,55.0
531,"Berkley Trilene TransOptic Monofilament Fishing Line, Clear/Gold",13.99,6.93,4.0,077-5600X,50.0
532,"Dupli-Color Scratch Fix All-In-1, Drift Sand Metallic (49 WA220C)",20.99,1.93,0.0,047-4998-2,9.0
533,"Plano Fishing Tackle Waist Pack, Blue",24.99,17.93,4.5,077-2980-2,72.0
534,"Shock Doctor Core Supporter without Cup Pocket, Senior",14.99,0.93,4.0,083-8600X,6.0
535,"CANVAS Felt Message Board, Grey/White, 15.75 x 0.7 x 11.8-in",24.99,9.93,4.7,068-7134-0,40.0
536,"Feit Electric GY8.6 Base Security Non-Dimmable LED Light Bulb, 160 Lumens, Warm White, 20W",13.49,6.93,3.0,052-8072-6,51.0
537,TaylorMade Golf Hat,29.99,8.93,3.3,086-0201X,30.0
538,Autotrends 12V Automotive Lighter,15.99,6.93,3.3,037-2624-8,43.0
539,"HOME COLLECTIONS Metal Utility Shelf L-Bracket, White, 8-in x 10-in",2.99,0.43,4.6,068-0495-2,14.0
540,"Swimways SunShield Floating Trainer UPF50+ Sun Protected Baby Swim Vest, Pink, Age 4+",24.99,12.43,3.6,081-3592-8,50.0
541,"For Living Cherry Blossom Indoor Floor Mat, Assorted Sizes",,25.99,4.1,068-7755-2,
542,Plano 3448 6-Compartment Pocket StowAway,4.99,2.93,2.8,077-7566-0,59.0
543,"Petco Squeak Plush Hedgehog Dog Toy, Medium",13.99,8.93,3.7,142-4410-2,64.0
544,"Oregon M78 SpeedCut Chainsaw Chain, Fits Husqvarna, Mastercraft, 20-in",39.99,9.93,5.0,054-5609-6,25.0
545,"Petco Squeak Plush Zebra Dog Toy, Medium",13.99,8.93,4.2,142-3965-8,64.0
546,"Peek Metal Polish, 50-mL",11.49,4.93,4.7,039-0778-0,43.0
547,Bounty Hunter Quick Draw™ Pro Metal Detector,379.99,224.93,3.0,079-4101-0,59.0
548,"Tensor™ Elasto-Preene Elbow Kinesiology Self-Adhering Support, Black, 3-pk",13.99,4.93,2.0,083-9196-2,35.0
549,"Handi-Foil Large Aluminum Pie Plate, 9-in, 3-pk",3.49,1.43,5.0,042-0657-8,41.0
550,"Petco Wildlife Flattie Squeak Plush Beaver Dog Toy, Small",9.99,6.43,3.8,142-3966-6,64.0
551,"Petco Nylon Dog Collar, Adjustable, Assorted Sizes, Rose Gold/Grey",,19.99,4.8,142-6100X,
552,Napoleon PRO Bamboo Cutting Board Set w/ Stainless Steel Bowls,64.99,29.93,4.7,185-0018-0,46.0
553,Camillus Hunt Tag Pouch & License Punch,12.99,2.93,5.0,375-0500-8,23.0
554,"Armor All Smoke X™ Air Freshener Spray, Citrus Breeze",7.99,4.93,3.9,037-2731-2,62.0
555,"Globe Electric PAR20 E26 Base Dimmable LED Flood Light Bulbs, Tunable White, 50W, 2-pk",12.99,6.43,2.3,052-9487-4,49.0
556,"Bona PowerPlus Antibacterial Hard Surface Floor Cleaner, Assorted Sizes",12.99,5.93,3.6,153-1406X,46.0
557,"Bluehive Type-C Charger & Sync Cable, Chevron, Red, 3-ft",12.99,6.43,4.3,035-0386-0,49.0
558,"Hot Wheels Vent Clip Air Freshener, Silver Bullet",5.99,2.43,3.5,037-6678-6,41.0
559,"Mastercraft Cold Chisels, 7/8 x 14 x 3/4-in",18.99,10.93,5.0,058-1451-4,58.0
560,"PlumbShop EMCO Handle Hot & Cold Insert Button Set, Small, Twin Pack",3.99,2.43,5.0,063-0650-2,61.0
561,"Silverwax Auto Car Shock Treatment Against Odours-Spray, Fresh Laundry Scent",15.99,8.93,3.1,039-8109-6,56.0
562,"Bluehive Outlet Phone Holder, Charging Shelf",2.99,0.93,3.8,035-6136-0,31.0
563,"Downy Defy Damage Total-Wash Fabric Conditioning Beads, Fresh Scent, 650-g",16.99,8.93,4.5,153-1574-4,53.0
564,"Champion VisiColor 'Real Life Deer' Hunting Shooting Target, 12-pk",39.99,4.93,0.0,175-8704-2,12.0
565,"Broan Nutone Replacement Range Hood Knobs, 4-pcs, Plastic, Black",16.99,8.43,5.0,052-2803-4,50.0
566,"HOME COLLECTIONS Melamine Wall Shelf Board, White, 10-in x 36-in",15.99,6.93,5.0,068-0625-4,43.0
567,"Rapid Fix UV Fiber Patch, 3-in x 6-in",16.99,4.93,3.0,038-0051-0,29.0
568,"Febreze One 2-pk Scented Oil Dual Scent Air Freshener Refills, Assorted Scents",,12.99,4.7,153-0910X,
569,"High & Mighty DrywAll Hanger, For Hanging Frames, No Tools Required, 60-lb Capacity, Silver, 1-pk",6.29,2.43,0.0,161-1048-8,39.0
570,"CRC Guaranteed To Pass Emissions System Cleaner, 354-mL",16.49,7.93,4.0,038-0709-8,48.0
571,"General Tools 352 Magnetic Rubber Adhesive, 8-pc",9.99,1.43,3.0,058-6860-0,14.0
572,"Gonzo Natural Magic Odour Eliminating Fragrance Beads, Assorted Scents, 340-g",5.49,1.93,3.4,153-0927X,35.0
573,Lucas Oil Fuel Treatment & Oil Stabilizer Set,,12.93,4.2,399-9529-2,
574,"Tensor™ Elasto-Preene Shoulder Kinesiology Self-Adhering Support, Black, 3-pk",13.99,4.93,0.0,083-9198-8,35.0
575,"Squishy Cuties Kids' Unicorn Foam Handle Skipping/Jump Rope For Outdoor Play, Age 4+, 8-Ft",12.99,8.93,3.0,050-9144-4,69.0
576,MAXIMUM Impact Driver Holder/Drill Holster w/ Pockets 12x7x2-in,19.99,12.93,4.8,058-0432-6,65.0
577,"Rawlings Velo™ Baseball Helmet, Matte Red, Adult",89.99,44.93,4.0,080-1041-4,50.0
578,AutoTrends USB Air Purifier Replacement Filter,10.99,1.93,0.0,037-2695-8,18.0
579,Dynatrap 7W UV Replacement Bulb,13.99,2.43,0.0,059-6553-0,17.0
580,Life Gear 2-in-1 LED Flashlight/Lantern,,9.93,4.5,399-9214-0,
581,Autotrends Seat Belt Adjuster,9.99,1.93,2.0,037-2603-8,19.0
582,Slow Sign Decal,7.99,2.93,2.0,037-1961-0,37.0
583,"HOME COLLECTIONS Metal Standard Shelf Track White, 36-in",6.59,2.43,5.0,068-0294-0,37.0
584,"Triton Black Streak Boat Remover, Clear, 950-ml",17.99,6.93,1.5,079-0182-0,39.0
585,"Kimpex 901165 Type ST P43T Halogen Bulb, 60/60W",6.99,2.43,0.0,026-2052-4,35.0
586,"Captodor Odour Destroyer After Sports/Hockey Hands Hydro Gel, 90-mL",9.99,1.93,4.0,083-8571-4,19.0
587,"SodaStream Raspberry & Mint Flavour Soda Press Organic Soda Syrup, Vegan, 500mL",9.99,6.93,3.6,153-2499-8,69.0
588,Delta McKenzie ShotBlocker® TravelPro Portable 4-Sided Arrow Target For Archery Practice,99.99,69.93,3.6,075-4032-2,70.0
589,"Black Max Combination Wrench Set, 32-pc, SAE, CRV",,24.93,4.0,299-7702-8,
590,"Bow Copper 90-Degree Elbow, 1/2-in, 25-pk",29.99,9.93,5.0,063-1205-8,33.0
591,"Snaplock Rectangle Plastic Food Storage Container with Airtight Seal, Assorted Sizes",9.99,6.43,4.3,142-1602X,64.0
592,Bushnell 30MP Core 4K Single No Glow Camo,299.99,209.93,0.0,375-1276-6,70.0
593,"Triton High-Foaming Boat Wash, Clear, 950-ml",19.99,8.93,2.3,079-0181-2,45.0
594,Browning Ducks Unlimited Duck Call Air Freshener,6.49,3.43,4.0,037-3190-2,53.0
595,"Petco Unstuffed Squeak Plush Raccoon Dog Toy, Small",11.99,5.93,4.4,142-3869-8,49.0
596,"Downy WrinkleGuard Liquid Fabric Softener, Fresh Scent, 71-Load, 2.10-L",14.99,9.93,4.3,153-1786-0,66.0
597,"For Living Apothecary Ceramic Soap Dish, White",10.99,5.93,5.0,063-2259-4,54.0
598,"Hillman Canvas Kit, For Plaster and DrywAll, Assorted Kit, 18x24-in, Assorted Finish",8.29,2.43,0.0,161-0745-4,29.0
599,"DEWALT 12-in 32T & 2 x 80T Carbide Tipped Circular Saw Blade Set for Wood, 3-pk",,91.99,4.7,399-3809-2,
600,"Burcam 750751P 3/4-in PVC Foot Valve, Grey",12.99,8.43,3.7,062-5012-4,65.0
601,"Forcefield PVC and Foam Lined Unisex Work Gloves, Large, Orange",12.99,6.43,4.0,059-2878-2,49.0
602,"Bardahl No Smoke Oil Additive, 473-mL",6.99,3.43,4.4,038-0210-2,49.0
603,"Perky Pet Straight-Sided Sunflower Tube Wild Bird Feeder, 1.8-lb",26.99,14.93,3.5,142-9166-4,55.0
604,"Dura Pro Ceramic Tile Adhesive, 950-mL",9.99,1.93,1.3,067-1008-0,19.0
605,"ShelterLogic Clearview EZ-Glide Water Resistant Sliding Shelter Door Kit, w/EZ Glide Doorfor ClearView 11-ft Wide Shelters",94.99,44.93,4.7,037-1160-6,47.0
606,"Refresh Your Car! Vent Clip Spray Car Air Freshener, Hawaiian Sunrise",6.99,1.93,4.5,037-2733-8,28.0
607,"Trac Grabber Car Traction Aid for Snow, Mud & Sand, 2-pc",74.99,28.93,3.3,030-1109-6,39.0
608,"Petco Unstuffed Squeak Plush Fox Dog Toy, Large",13.99,7.93,4.3,142-3871-0,57.0
609,12V Smart Switch for LED Custom Auto Lighting,39.99,3.93,2.0,037-8079-0,10.0
610,"Feit Electric BA15d Dimmable Pendant Fixture Light Bulb, 350 Lumens, Warm White, 35W",15.49,6.93,4.5,052-8073-4,45.0
611,Burcam 750915 Jet Discharge Hose Kit,16.99,10.93,5.0,062-4120-2,64.0
612,"CANVAS Ceramic Rubberized Toothbrush Holder, White",10.99,5.93,0.0,063-6231-4,54.0
613,"Mastercraft Cold Chisels, 1 x 8-1/2 x 7/8-in",14.99,8.93,5.0,058-1452-2,60.0
614,Kimpex 9729 Ignition Hr Diaphragm and Gasket Set Kit,,12.49,0.0,026-4838X,
615,"Weiser Downtown Single-Cylinder Square Deadbolt Door Lock, Iron/Black",69.99,39.93,4.6,046-7476-8,57.0
616,"Smith's SharPener & Knife Tool, Grey / Yellow",19.99,11.93,0.0,175-9443-6,60.0
617,Bushnell Core DS4K No Glow Trail Camera,309.99,209.93,1.0,375-0925-8,68.0
618,"Globe Electric Traditional Round LED Warm White Recessed Lighting Kit, 3-in, White Trim",19.99,4.93,5.0,052-9520-4,25.0
619,"NOMA 3-Light Adjustable Swivel Heads Canopy Light Fixture, Brushed Steel & Chrome",139.99,39.93,3.0,052-9507-8,29.0
620,Outbound Baseball Cap with Removable Face Shield,14.99,6.93,3.0,187-3194-6,46.0
621,"HOME COLLECTIONS Wall Shelf Bracket, Espresso, 16-in x 48-in",27.99,9.93,4.5,068-7083-0,35.0
622,"Kess Kids' Dance & Spin Fairy Wings w/ LED Lights Imaginative Costume Play & Dance, Age 6+",14.99,,2.1,050-9148-6,
623,"HOME COLLECTIONS Metal Standard Shelf Track White, 24-in",4.99,1.43,3.7,068-0291-6,29.0
624,Life Gear 300 Lumen Path Light,,12.93,4.8,399-9213-2,
625,Sengled Smart LED Starter Kit with Hub & 2 LED Soft White Light Bulbs,49.99,24.93,0.0,152-2547-6,50.0
626,"Petco Squeak Plush Ring Fox Dog Toy, Small",8.99,5.93,3.6,142-3967-4,66.0
627,"Mastercraft Cold Chisels, 3/8 x 6 x 5/16-in",9.99,5.93,2.3,058-1442-6,59.0
628,"HOME COLLECTIONS Wall Shelf L-Bracket, White, 14-in x 16-in",5.99,2.43,4.7,068-7079-2,41.0
629,Alpena LED Modcube Lighting,106.99,39.93,1.0,020-3791-0,37.0
630,Yardworks Brass Female 5/8-in Quick Connect Hose Coupling,7.99,1.93,4.1,059-3226-8,24.0
631,Berkley Fusion 19 Slow Turn Hooks,8.49,3.93,4.8,077-7740X,46.0
632,"Globe Electric Duo A19 E26, Dimmable LED Light Bulb, 800 Lumens, Tunable White, 60W, 2-pk",10.49,5.93,3.0,052-9488-2,57.0
633,"Safe Home SHS15DIYCAN1DIY Starter Water Quality Test Kits, 15-pk",39.99,14.93,3.7,062-2018-0,37.0
634,"ObusForme Vibration Back and AIr Compression Full Back Heated Cushion, Universal Fit, 6 Heat Levels",149.99,54.93,2.0,032-3916-8,37.0
635,"DEWALT XL Powder Drive Pins, 25-pk",4.49,0.43,4.7,057-4405X,10.0
636,"CAMCO 25553 Precision RV Curved Ball Levels, 2-pk",29.99,13.93,2.7,040-8390-6,46.0
637,"Sylvania T12 G13 Bi-Pin Base Fluorescent Tube Light Bulb, 6500K, Daylight, 20W, 24-in",13.49,6.43,3.9,052-5110-4,48.0
638,"Perky Pet Metal Hanging Hook For Bird Feeders, 23-in",4.99,2.43,5.0,042-5966-2,49.0
639,"Disney Frozen Elsa & Anna Playground Ball, Age 3+, 8.5-in",14.99,6.93,5.0,084-4865-8,46.0
640,"Dodge Caravan Plymouth Voyager & Chrysler Town & Country 1996 thru 2002 Haynes Repair Manual, 30011",32.99,7.93,5.0,025-9360-0,24.0
641,Bahama and Co. Air Freshener,4.49,2.93,3.9,037-0620-8,65.0
642,"LEGO® VIDIYO™ Metal Dragon BeatBox - 43109, 86 pcs, Age 7+",24.99,14.93,4.5,050-9229-4,60.0
643,"Triton Mildew Boat Remover, Clear, 950-ml",17.99,6.93,2.6,079-0183-8,39.0
644,"PlumbShop Galt Springs & Seals Kit, 6-pk",3.99,1.93,4.0,063-0659-4,48.0
645,"CANVAS Lakeside Wall Ledge with Hooks, White, 24-in",39.99,19.93,4.0,068-7644-6,50.0
646,"For Living Acrylic Soap Dispenser, Clear, 300-ml",10.99,5.93,1.0,063-2246-4,54.0
647,Life Gear Aluminum Search Light,,14.93,4.8,399-9215-8,
648,"Triton Vinyl & Leather Boat Cleaner, 950-ml",24.99,11.93,3.0,079-0184-6,48.0
649,"Armor All Powerful Car Cleaning Sponge, 1-pk",,0.93,5.0,199-0993-4,
650,Police Security Cavalier 100 Lumen Penlight,10.99,6.93,3.0,065-3148-8,63.0
651,"PlumbShop Rough Brass Gate Valve with Copper Connection, for Outdoor & Indoor Use, Assorted Sizes",,11.99,5.0,063-3747X,
652,Hoover Power Vac Replacement Filter,17.99,0.93,0.0,043-8100-2,5.0
653,"Littelfuse Automotive PAL Fuse, Female",,5.99,5.0,020-1513X,
654,"Hunters Specialties Deluxe Canvas Hunting Game Bag with Closure Ties, 40 x 48-in",17.99,11.93,3.0,075-0717-8,66.0
655,"Dupli-Color Scratch Fix All-In-1, Forest Pepper Red (PEA, VEA)",20.99,1.93,0.0,047-5181-8,9.0
656,For Living Stainless Steel Soap Dish,10.99,5.93,2.5,063-2296-4,54.0
657,"Waterproof Round Trampoline Weather Cover, 13-ft, with Strong Straps, Black",39.99,14.93,1.0,084-6892-0,37.0
658,"Rawlings Helmet Extender, Right",24.99,11.93,4.8,080-1028-8,48.0
659,"OEM DOT 3 Brake Fluid, European, 946-mL",17.99,4.93,5.0,038-1914-2,27.0
660,"Mustad Double String Rig, 75-lb, Size 3",6.79,2.93,0.0,077-7913-4,43.0
661,"REESE Brake Control Harness, Prewired",,31.99,5.0,040-6805X,
662,"AutoTrends Sporty Seat Cover, Black & Dark Red",59.99,39.93,2.5,032-6379-8,67.0
663,Life Gear Safety Head Lamp,,9.99,4.8,399-9216-6,
664,Hoover HEPA Air Sprint Upright Media Air Vacuum Cleaner Filter,19.99,3.43,0.0,043-7816-6,17.0
665,"Abu Max X Spincast Fishing Reel, Pre-Spooled, Reversible, 10",39.99,22.93,1.0,077-2687-2,57.0
666,"Simoniz Vent Clip Car Air Freshener, Hawaii Aloha, 3-pk",8.99,3.93,2.5,037-2440-4,44.0
667,"Squirrel X No Spill X4 Squirrel Proof Bird Feeder with 4 Feeding Ports, 1.5-lb",49.99,34.93,2.6,142-9184-0,70.0
668,Leviton Renu Dimmer Switch Colour Change Kit,3.79,0.93,0.0,052-8330X,25.0
669,"Atron Electro Industries 65RR Aztec Style Double Rocker Style Switch Plate, 2 Gang, Satin Nickel",8.99,4.93,0.0,052-2763-8,55.0
670,As Seen On TV TriStar Power XL Airfry Grill & Oven,,189.99,2.7,399-7616-6,
671,"Mastercraft Storage Basket with Frame, 18 x 12 x 11-in, Up to 15-kgs",25.99,14.93,3.8,068-1538-6,57.0
672,"CCM Tacks Custom Pro Senior Hockey Shoulder Guards, White",79.99,29.93,4.7,083-2895X,37.0
673,"Philips T12 Fluorescent Tube Light Bulb, Cool White, 18-in",8.99,3.93,3.1,052-5103-2,44.0
674,"PlumbShop Self Align Toilet Tank Ball, 1-pk",7.99,4.93,4.0,063-2968-6,62.0
675,"Moen® 7-Setting 5-in Spray Handheld Shower Head, Chrome",59.99,34.93,3.9,063-2431-2,58.0
676,"Honeywell HE240A Whole House Flow-Through Bypass Humidifier, 1,500-3,000 sq. ft., White",205.99,59.93,2.6,064-3122-0,29.0
677,"Bow Copper Tee, Assorted Sizes",,3.79,4.6,063-1272-6,
678,"ZIP 2-Hour The Firelog For Fireplaces, 2.2-lb",27.99,12.93,3.8,064-5713-2,46.0
679,"NOMA Herly 3-Light Track Light Fixture, Chrome/White",99.99,24.93,0.0,052-7886-6,25.0
680,3M Command Under Sink Sponge & Dishwand Holder / Caddy,19.99,11.93,4.7,142-4837-8,60.0
681,"LEGO® VIDIYO™ Candy Mermaid BeatBox - 43102, 71 pcs, Age 4+",24.99,14.93,4.3,050-9252-6,60.0
682,Type S Esscents AeroStone Air Freshener,6.99,1.93,3.9,037-7428X,28.0
683,MIBRO 110g Compound 3Cleaning and Polishing for Soft Metals,5.99,0.43,4.5,055-9002-2,7.0
684,"Velcro HANGables Permanent Small Adhesive Hooks White, 2-lbs, 2-pk",6.99,0.93,0.0,061-1878-0,13.0
685,"MAXIMUM Professional Grade Ratcheting Wrench Set, 15-pc, SAE/Metric",,64.99,4.5,399-1859-4,
686,"Dupli-Color Scratch Fix All-In-1, Driftwood (P2)",20.99,1.93,0.0,047-4920-6,9.0
687,"Berkley® Bad Shad 5 Fishing Lure, 2-in",11.99,5.93,4.8,077-7299X,49.0
688,"STP Power Steering Fluid, 450-mL",8.99,2.93,4.3,038-0654-6,33.0
689,LED 4-Wire Flat,17.99,3.93,5.0,040-8230-8,22.0
690,Rapala Angry Birds Rattlin' Yellow Bird Lure,,3.93,0.0,299-1162-8,
691,"Bulbs Are Easy TASC, Sage Seed Plug Kit, Beginner Gardeners, 6 Bulbs",9.99,1.93,2.8,159-1607-6,19.0
692,"Leviton Renu Duplex Colour Change Kit, Black",2.39,0.73,1.0,052-7537-8,31.0
693,Aquarius Universal Pool Replacement Handle,8.49,1.93,0.0,081-3385-2,23.0
694,"Umbra Loft Suds Melamine Soap Dish, Charcoal",9.99,5.93,5.0,063-2463-6,59.0
695,"Driven Mini Diffuser, Blackout, 2-pk",4.49,2.93,2.8,037-2662-6,65.0
696,"RealTree Naturals Chicken Links Dog Treats, 454-g",12.99,8.93,4.0,142-5647-4,69.0
697,"Huntshield Drayton Hunting Backpack, Camouflage, 32-L",109.99,59.93,4.0,175-8993-2,54.0
698,"Umbra Loft Suds Melamine Toothbrush Holder, Charcoal",9.99,5.93,5.0,063-2462-8,59.0
699,"Globe Electric BR30 E26 Base Globe Dimmable LED Light Bulbs, Tunable White, 65W, 2-pk",15.99,7.93,4.0,052-9485-8,50.0
700,"Master Lock 8157DPS Quantum 15 Armored Cable Lock, 6-ft",59.99,29.93,4.8,027-0057-4,50.0
701,"MotoMaster Engine Oil Stop Leak, 946-mL",10.99,4.93,3.2,038-0068-2,45.0
702,Berkley Fusion 19 Treble Hooks,7.99,3.93,4.9,077-7735X,49.0
703,"PlumbShop Universal Brass Adjustable Toilet Tank Lever, Bone White",11.99,7.43,4.5,063-0534-0,62.0
704,"Berkley PowerBait Ribbontail Grub, 3-in",,5.99,4.7,077-8009X,
